environment,collective,lnc,world_size,config_ws,size_bytes,duration_us,throughput_gbps,busbw_gbps,jobid,source_log
trn2_3xl,reduce_scatter,2,4,4,1048576,269.013,3.898,2.923,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws4/reduce_scatter.log
trn2_3xl,reduce_scatter,2,4,4,2097152,458.69,4.572,3.429,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws4/reduce_scatter.log
trn2_3xl,reduce_scatter,2,4,4,4194304,440.918,9.513,7.135,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws4/reduce_scatter.log
trn2_3xl,reduce_scatter,2,4,4,8388608,437.011,19.195,14.397,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws4/reduce_scatter.log
trn2_3xl,reduce_scatter,2,4,4,16777216,389.266,43.1,32.325,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws4/reduce_scatter.log
trn2_3xl,reduce_scatter,2,4,4,33554432,593.022,56.582,42.437,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws4/reduce_scatter.log
trn2_3xl,reduce_scatter,2,4,4,67108864,987.453,67.962,50.971,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws4/reduce_scatter.log
trn2_3xl,reduce_scatter,2,4,4,134217728,1787.85,75.072,56.304,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws4/reduce_scatter.log
trn2_3xl,reduce_scatter,2,4,4,268435456,3294.12,81.489,61.117,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws4/reduce_scatter.log
trn2_3xl,reduce_scatter,2,4,4,536870912,6868.648,78.163,58.622,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws4/reduce_scatter.log
trn2_3xl,reduce_scatter,2,4,4,1073741824,18010.742,59.617,44.713,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws4/reduce_scatter.log
trn2_3xl,reduce_scatter,2,4,4,2147483648,35987.93,59.672,44.754,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws4/reduce_scatter.log
trn2_48xl_multi,all_reduce,2,4,4,32,762.993,0.0,0.0,726,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_726.out
trn2_48xl_multi,all_reduce,2,4,4,64,621.601,0.0,0.0,726,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_726.out
trn2_48xl_multi,all_reduce,2,4,4,128,645.983,0.0,0.0,726,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_726.out
trn2_48xl_multi,all_reduce,2,4,4,256,562.313,0.001,0.001,726,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_726.out
trn2_48xl_multi,all_reduce,2,4,4,512,737.962,0.001,0.001,726,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_726.out
trn2_48xl_multi,all_reduce,2,4,4,1024,698.762,0.003,0.002,726,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_726.out
trn2_48xl_multi,all_reduce,2,4,4,2048,715.726,0.006,0.004,726,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_726.out
trn2_48xl_multi,all_reduce,2,4,4,4096,851.166,0.01,0.007,726,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_726.out
trn2_48xl_multi,all_reduce,2,4,4,8192,765.647,0.021,0.016,726,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_726.out
trn2_48xl_multi,all_reduce,2,4,4,16384,608.578,0.054,0.04,726,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_726.out
trn2_48xl_multi,all_reduce,2,4,4,32768,662.429,0.099,0.074,726,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_726.out
trn2_48xl_multi,all_reduce,2,4,4,65536,742.183,0.177,0.132,726,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_726.out
trn2_48xl_multi,all_reduce,2,4,4,131072,650.605,0.403,0.302,726,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_726.out
trn2_48xl_multi,all_reduce,2,4,4,262144,777.754,0.674,0.506,726,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_726.out
trn2_48xl_multi,all_reduce,2,4,4,524288,752.414,1.394,1.045,726,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_726.out
trn2_48xl_multi,all_reduce,2,4,4,1048576,764.68,2.743,2.057,726,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_726.out
trn2_48xl_multi,all_reduce,2,4,4,2097152,802.222,5.228,3.921,726,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_726.out
trn2_48xl_multi,all_reduce,2,4,4,4194304,983.16,8.532,6.399,726,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_726.out
trn2_48xl_multi,all_reduce,2,4,4,8388608,1277.104,13.137,9.853,726,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_726.out
trn2_48xl_multi,all_reduce,2,4,4,16777216,1874.889,17.897,13.423,726,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_726.out
trn2_48xl_multi,all_reduce,2,4,4,33554432,3145.752,21.333,16.0,726,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_726.out
trn2_48xl_multi,all_reduce,2,8,8,64,1059.143,0.0,0.0,727,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_727.out
trn2_48xl_multi,all_reduce,2,8,8,128,1090.456,0.0,0.0,727,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_727.out
trn2_48xl_multi,all_reduce,2,8,8,256,1069.302,0.0,0.0,727,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_727.out
trn2_48xl_multi,all_reduce,2,8,8,512,1037.489,0.001,0.001,727,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_727.out
trn2_48xl_multi,all_reduce,2,8,8,1024,1135.147,0.002,0.002,727,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_727.out
trn2_48xl_multi,all_reduce,2,8,8,2048,1077.529,0.004,0.003,727,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_727.out
trn2_48xl_multi,all_reduce,2,8,8,4096,988.031,0.008,0.007,727,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_727.out
trn2_48xl_multi,all_reduce,2,8,8,8192,1038.452,0.016,0.014,727,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_727.out
trn2_48xl_multi,all_reduce,2,8,8,16384,772.921,0.042,0.037,727,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_727.out
trn2_48xl_multi,all_reduce,2,8,8,32768,795.143,0.082,0.072,727,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_727.out
trn2_48xl_multi,all_reduce,2,8,8,65536,963.033,0.136,0.119,727,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_727.out
trn2_48xl_multi,all_reduce,2,8,8,131072,917.916,0.286,0.25,727,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_727.out
trn2_48xl_multi,all_reduce,2,8,8,262144,867.108,0.605,0.529,727,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_727.out
trn2_48xl_multi,all_reduce,2,8,8,524288,955.389,1.098,0.96,727,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_727.out
trn2_48xl_multi,all_reduce,2,8,8,1048576,1156.238,1.814,1.587,727,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_727.out
trn2_48xl_multi,all_reduce,2,8,8,2097152,1224.62,3.425,2.997,727,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_727.out
trn2_48xl_multi,all_reduce,2,8,8,4194304,1472.231,5.698,4.986,727,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_727.out
trn2_48xl_multi,all_reduce,2,8,8,8388608,1723.57,9.734,8.517,727,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_727.out
trn2_48xl_multi,all_reduce,2,8,8,16777216,2081.663,16.119,14.104,727,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_727.out
trn2_48xl_multi,all_reduce,2,8,8,33554432,3424.555,19.596,17.147,727,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_727.out
trn2_48xl_multi,all_reduce,2,8,8,67108864,5477.787,24.502,21.439,727,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_727.out
trn2_48xl_multi,all_reduce,2,8,8,64,943.807,0.0,0.0,728,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_728.out
trn2_48xl_multi,all_reduce,2,8,8,128,922.555,0.0,0.0,728,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_728.out
trn2_48xl_multi,all_reduce,2,8,8,256,945.94,0.001,0.0,728,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_728.out
trn2_48xl_multi,all_reduce,2,8,8,512,980.478,0.001,0.001,728,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_728.out
trn2_48xl_multi,all_reduce,2,8,8,1024,928.034,0.002,0.002,728,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_728.out
trn2_48xl_multi,all_reduce,2,8,8,2048,976.733,0.004,0.004,728,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_728.out
trn2_48xl_multi,all_reduce,2,8,8,4096,947.985,0.009,0.008,728,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_728.out
trn2_48xl_multi,all_reduce,2,8,8,8192,946.993,0.017,0.015,728,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_728.out
trn2_48xl_multi,all_reduce,2,8,8,16384,933.225,0.035,0.031,728,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_728.out
trn2_48xl_multi,all_reduce,2,8,8,32768,930.857,0.07,0.062,728,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_728.out
trn2_48xl_multi,all_reduce,2,8,8,65536,977.824,0.134,0.117,728,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_728.out
trn2_48xl_multi,all_reduce,2,8,8,131072,986.418,0.266,0.233,728,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_728.out
trn2_48xl_multi,all_reduce,2,8,8,262144,954.514,0.549,0.481,728,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_728.out
trn2_48xl_multi,all_reduce,2,8,8,524288,955.988,1.097,0.96,728,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_728.out
trn2_48xl_multi,all_reduce,2,8,8,1048576,1095.182,1.915,1.676,728,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_728.out
trn2_48xl_multi,all_reduce,2,8,8,2097152,1008.809,4.158,3.638,728,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_728.out
trn2_48xl_multi,all_reduce,2,8,8,4194304,1056.812,7.938,6.945,728,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_728.out
trn2_48xl_multi,all_reduce,2,8,8,8388608,1367.959,12.264,10.731,728,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_728.out
trn2_48xl_multi,all_reduce,2,8,8,16777216,2000.13,16.776,14.679,728,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_728.out
trn2_48xl_multi,all_reduce,2,8,8,33554432,3065.614,21.891,19.154,728,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_728.out
trn2_48xl_multi,all_reduce,2,8,8,67108864,5412.821,24.796,21.697,728,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_728.out
trn2_48xl_multi,all_reduce,2,8,8,134217728,9980.304,26.897,23.534,728,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_728.out
trn2_48xl_multi,all_reduce,2,8,8,268435456,19589.682,27.406,23.98,728,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_728.out
trn2_48xl_multi,all_reduce,2,8,8,536870912,37161.308,28.894,25.282,728,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_728.out
trn2_48xl_multi,all_reduce,2,8,8,1073741824,71578.298,30.002,26.252,728,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_728.out
trn2_48xl_multi,all_reduce,2,8,8,2147483648,140610.205,30.545,26.727,728,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_728.out
trn2_48xl_multi,all_gather,2,8,8,64,1206.032,0.0,0.0,729,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_729.out
trn2_48xl_multi,all_gather,2,8,8,128,1180.421,0.001,0.001,729,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_729.out
trn2_48xl_multi,all_gather,2,8,8,256,1183.307,0.002,0.002,729,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_729.out
trn2_48xl_multi,all_gather,2,8,8,512,1189.062,0.003,0.003,729,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_729.out
trn2_48xl_multi,all_gather,2,8,8,1024,1195.328,0.007,0.006,729,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_729.out
trn2_48xl_multi,all_gather,2,8,8,2048,1211.069,0.014,0.012,729,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_729.out
trn2_48xl_multi,all_gather,2,8,8,4096,1151.658,0.028,0.025,729,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_729.out
trn2_48xl_multi,all_gather,2,8,8,8192,1156.937,0.057,0.05,729,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_729.out
trn2_48xl_multi,all_gather,2,8,8,16384,1152.97,0.114,0.099,729,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_729.out
trn2_48xl_multi,all_gather,2,8,8,32768,1242.296,0.211,0.185,729,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_729.out
trn2_48xl_multi,all_gather,2,8,8,65536,1273.634,0.412,0.36,729,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_729.out
trn2_48xl_multi,all_gather,2,8,8,131072,1206.739,0.869,0.76,729,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_729.out
trn2_48xl_multi,all_gather,2,8,8,262144,1225.775,1.711,1.497,729,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_729.out
trn2_48xl_multi,all_gather,2,8,8,524288,1222.5,3.431,3.002,729,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_729.out
trn2_48xl_multi,all_gather,2,8,8,1048576,1331.829,6.299,5.511,729,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_729.out
trn2_48xl_multi,all_gather,2,8,8,2097152,1534.434,10.934,9.567,729,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_729.out
trn2_48xl_multi,all_gather,2,8,8,4194304,2030.578,16.525,14.459,729,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_729.out
trn2_48xl_multi,all_gather,2,8,8,8388608,3087.583,21.735,19.018,729,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_729.out
trn2_48xl_multi,all_gather,2,8,8,16777216,5530.733,24.268,21.234,729,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_729.out
trn2_48xl_multi,all_gather,2,8,8,33554432,9731.997,27.583,24.135,729,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_729.out
trn2_48xl_multi,all_gather,2,8,8,67108864,18059.085,29.729,26.013,729,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_729.out
trn2_48xl_multi,all_gather,2,8,8,134217728,36171.042,29.685,25.974,729,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_729.out
trn2_48xl_multi,all_gather,2,8,8,268435456,71991.759,29.83,26.101,729,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_729.out
trn2_48xl_multi,all_gather,2,8,8,536870912,144074.844,29.811,26.084,729,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_729.out
trn2_48xl_multi,all_gather,2,8,8,1073741824,287103.882,29.919,26.179,729,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_729.out
trn2_48xl_multi,reduce_scatter,2,8,8,256,1000.645,0.0,0.0,730,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_730.out
trn2_48xl_multi,reduce_scatter,2,8,8,512,999.662,0.001,0.0,730,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_730.out
trn2_48xl_multi,reduce_scatter,2,8,8,1024,922.527,0.001,0.001,730,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_730.out
trn2_48xl_multi,reduce_scatter,2,8,8,2048,965.364,0.002,0.002,730,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_730.out
trn2_48xl_multi,reduce_scatter,2,8,8,4096,1010.89,0.004,0.004,730,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_730.out
trn2_48xl_multi,reduce_scatter,2,8,8,8192,1015.185,0.008,0.007,730,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_730.out
trn2_48xl_multi,reduce_scatter,2,8,8,16384,1006.87,0.016,0.014,730,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_730.out
trn2_48xl_multi,reduce_scatter,2,8,8,32768,948.79,0.035,0.03,730,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_730.out
trn2_48xl_multi,reduce_scatter,2,8,8,65536,984.932,0.067,0.058,730,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_730.out
trn2_48xl_multi,reduce_scatter,2,8,8,131072,965.435,0.136,0.119,730,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_730.out
trn2_48xl_multi,reduce_scatter,2,8,8,262144,994.113,0.264,0.231,730,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_730.out
trn2_48xl_multi,reduce_scatter,2,8,8,524288,1008.191,0.52,0.455,730,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_730.out
trn2_48xl_multi,reduce_scatter,2,8,8,1048576,997.367,1.051,0.92,730,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_730.out
trn2_48xl_multi,reduce_scatter,2,8,8,2097152,1000.639,2.096,1.834,730,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_730.out
trn2_48xl_multi,reduce_scatter,2,8,8,4194304,1014.292,4.135,3.618,730,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_730.out
trn2_48xl_multi,reduce_scatter,2,8,8,8388608,1239.391,6.768,5.922,730,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_730.out
trn2_48xl_multi,reduce_scatter,2,8,8,16777216,1483.644,11.308,9.895,730,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_730.out
trn2_48xl_multi,reduce_scatter,2,8,8,33554432,2001.986,16.761,14.666,730,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_730.out
trn2_48xl_multi,reduce_scatter,2,8,8,67108864,3163.094,21.216,18.564,730,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_730.out
trn2_48xl_multi,reduce_scatter,2,8,8,134217728,5524.895,24.293,21.257,730,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_730.out
trn2_48xl_multi,reduce_scatter,2,8,8,268435456,9928.095,27.038,23.658,730,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_730.out
trn2_48xl_multi,reduce_scatter,2,8,8,536870912,19545.001,27.468,24.035,730,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_730.out
trn2_48xl_multi,reduce_scatter,2,8,8,1073741824,41390.581,25.942,22.699,730,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_730.out
trn2_48xl_multi,reduce_scatter,2,8,8,2147483648,82466.875,26.041,22.785,730,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_730.out
trn2_48xl_multi,broadcast,2,8,8,64,1126.742,0.0,0.0,732,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_732.out
trn2_48xl_multi,broadcast,2,8,8,128,1124.553,0.0,0.0,732,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_732.out
trn2_48xl_multi,broadcast,2,8,8,256,1099.84,0.0,0.0,732,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_732.out
trn2_48xl_multi,broadcast,2,8,8,512,1053.742,0.0,0.0,732,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_732.out
trn2_48xl_multi,broadcast,2,8,8,1024,1050.73,0.001,0.001,732,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_732.out
trn2_48xl_multi,broadcast,2,8,8,2048,1025.03,0.002,0.002,732,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_732.out
trn2_48xl_multi,broadcast,2,8,8,4096,1110.989,0.004,0.004,732,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_732.out
trn2_48xl_multi,broadcast,2,8,8,8192,1051.675,0.008,0.008,732,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_732.out
trn2_48xl_multi,broadcast,2,8,8,16384,1018.2,0.016,0.016,732,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_732.out
trn2_48xl_multi,broadcast,2,8,8,32768,1039.403,0.032,0.032,732,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_732.out
trn2_48xl_multi,broadcast,2,8,8,65536,1014.515,0.065,0.065,732,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_732.out
trn2_48xl_multi,broadcast,2,8,8,131072,1018.815,0.129,0.129,732,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_732.out
trn2_48xl_multi,broadcast,2,8,8,262144,1098.573,0.239,0.239,732,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_732.out
trn2_48xl_multi,broadcast,2,8,8,524288,1063.817,0.493,0.493,732,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_732.out
trn2_48xl_multi,broadcast,2,8,8,1048576,1155.678,0.907,0.907,732,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_732.out
trn2_48xl_multi,broadcast,2,8,8,2097152,1140.243,1.839,1.839,732,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_732.out
trn2_48xl_multi,broadcast,2,8,8,4194304,1273.82,3.293,3.293,732,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_732.out
trn2_48xl_multi,broadcast,2,8,8,8388608,1542.178,5.439,5.439,732,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_732.out
trn2_48xl_multi,broadcast,2,8,8,16777216,2092.121,8.019,8.019,732,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_732.out
trn2_48xl_multi,broadcast,2,8,8,33554432,3243.712,10.344,10.344,732,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_732.out
trn2_48xl_multi,broadcast,2,8,8,67108864,5535.246,12.124,12.124,732,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_732.out
trn2_48xl_multi,broadcast,2,8,8,134217728,10103.372,13.284,13.284,732,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_732.out
trn2_48xl_multi,broadcast,2,8,8,268435456,19886.97,13.498,13.498,732,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_732.out
trn2_48xl_multi,broadcast,2,8,8,536870912,37873.894,14.175,14.175,732,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_732.out
trn2_48xl_multi,broadcast,2,8,8,1073741824,73289.535,14.651,14.651,732,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_732.out
trn2_48xl_multi,broadcast,2,8,8,2147483648,145566.048,14.753,14.753,732,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/multi_node_732.out
trn2_48xl_single,all_reduce,2,8,8,64,1052.069,0.0,0.0,663,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/single_node_663.out
trn2_48xl_single,all_reduce,2,8,8,128,961.076,0.0,0.0,663,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/single_node_663.out
trn2_48xl_single,all_reduce,2,8,8,256,969.469,0.001,0.0,663,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/single_node_663.out
trn2_48xl_single,all_reduce,2,8,8,512,1023.491,0.001,0.001,663,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/single_node_663.out
trn2_48xl_single,all_reduce,2,8,8,1024,984.172,0.002,0.002,663,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/single_node_663.out
trn2_48xl_single,all_reduce,2,8,8,2048,1017.862,0.004,0.004,663,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/single_node_663.out
trn2_48xl_single,all_reduce,2,8,8,4096,995.862,0.008,0.007,663,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/single_node_663.out
trn2_48xl_single,all_reduce,2,8,8,8192,1048.734,0.016,0.014,663,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_d/single_node_663.out
