environment,collective,lnc,world_size,config_ws,size_bytes,duration_us,throughput_gbps,busbw_gbps,jobid,source_log
trn2_3xl,alltoall,1,8,8,1024,2975.615,0.0,0.0,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/all_to_all.log
trn2_3xl,alltoall,1,8,8,2048,2899.845,0.001,0.001,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/all_to_all.log
trn2_3xl,alltoall,1,8,8,4096,2830.717,0.001,0.001,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/all_to_all.log
trn2_3xl,alltoall,1,8,8,8192,3303.552,0.002,0.002,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/all_to_all.log
trn2_3xl,alltoall,1,8,8,16384,3078.224,0.005,0.005,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/all_to_all.log
trn2_3xl,alltoall,1,8,8,32768,3092.143,0.011,0.009,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/all_to_all.log
trn2_3xl,alltoall,1,8,8,65536,2962.181,0.022,0.019,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/all_to_all.log
trn2_3xl,alltoall,1,8,8,131072,2932.502,0.045,0.039,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/all_to_all.log
trn2_3xl,alltoall,1,8,8,262144,3089.144,0.085,0.074,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/all_to_all.log
trn2_3xl,alltoall,1,8,8,524288,3435.556,0.153,0.134,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/all_to_all.log
trn2_3xl,alltoall,1,8,8,1048576,3176.281,0.33,0.289,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/all_to_all.log
trn2_3xl,alltoall,1,8,8,2097152,3055.921,0.686,0.6,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/all_to_all.log
trn2_3xl,alltoall,1,8,8,4194304,3295.385,1.273,1.114,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/all_to_all.log
trn2_3xl,alltoall,1,8,8,8388608,3196.971,2.624,2.296,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/all_to_all.log
trn2_3xl,alltoall,1,8,8,16777216,3711.86,4.52,3.955,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/all_to_all.log
trn2_3xl,alltoall,1,8,8,33554432,3739.333,8.973,7.852,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/all_to_all.log
trn2_3xl,alltoall,1,8,8,67108864,4784.142,14.027,12.274,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/all_to_all.log
trn2_3xl,alltoall,1,8,8,134217728,7322.526,18.329,16.038,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/all_to_all.log
trn2_3xl,alltoall,1,8,8,268435456,11570.861,23.199,20.299,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/all_to_all.log
trn2_3xl,alltoall,1,8,8,536870912,19523.722,27.498,24.061,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/all_to_all.log
trn2_3xl,alltoall,1,8,8,1073741824,36730.144,29.233,25.579,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/all_to_all.log
trn2_3xl,broadcast,1,8,8,64,1633.245,0.0,0.0,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/broadcast.log
trn2_3xl,broadcast,1,8,8,128,1863.615,0.0,0.0,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/broadcast.log
trn2_3xl,broadcast,1,8,8,256,1893.775,0.0,0.0,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/broadcast.log
trn2_3xl,broadcast,1,8,8,512,1956.691,0.0,0.0,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/broadcast.log
trn2_3xl,broadcast,1,8,8,1024,1855.907,0.001,0.001,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/broadcast.log
trn2_3xl,broadcast,1,8,8,2048,3182.286,0.001,0.001,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/broadcast.log
trn2_3xl,broadcast,1,8,8,4096,2239.773,0.002,0.002,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/broadcast.log
trn2_3xl,broadcast,1,8,8,8192,2212.005,0.004,0.004,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/broadcast.log
trn2_3xl,broadcast,1,8,8,16384,2038.223,0.008,0.008,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/broadcast.log
trn2_3xl,broadcast,1,8,8,32768,2406.104,0.014,0.014,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/broadcast.log
trn2_3xl,broadcast,1,8,8,65536,1981.5,0.033,0.033,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/broadcast.log
trn2_3xl,broadcast,1,8,8,131072,2425.734,0.054,0.054,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/broadcast.log
trn2_3xl,broadcast,1,8,8,262144,2268.658,0.116,0.116,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/broadcast.log
trn2_3xl,broadcast,1,8,8,524288,2203.182,0.238,0.238,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/broadcast.log
trn2_3xl,broadcast,1,8,8,1048576,2336.522,0.449,0.449,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/broadcast.log
trn2_3xl,broadcast,1,8,8,2097152,2261.927,0.927,0.927,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/broadcast.log
trn2_3xl,broadcast,1,8,8,4194304,2209.335,1.898,1.898,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/broadcast.log
trn2_3xl,broadcast,1,8,8,8388608,2582.989,3.248,3.248,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/broadcast.log
trn2_3xl,broadcast,1,8,8,16777216,2670.638,6.282,6.282,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/broadcast.log
trn2_3xl,broadcast,1,8,8,33554432,3260.52,10.291,10.291,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/broadcast.log
trn2_3xl,broadcast,1,8,8,67108864,4492.259,14.939,14.939,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/broadcast.log
trn2_3xl,broadcast,1,8,8,134217728,6004.364,22.353,22.353,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/broadcast.log
trn2_3xl,broadcast,1,8,8,268435456,9994.209,26.859,26.859,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/broadcast.log
trn2_3xl,broadcast,1,8,8,536870912,17301.847,31.03,31.03,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/broadcast.log
trn2_3xl,broadcast,1,8,8,1073741824,32515.197,33.023,33.023,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/broadcast.log
trn2_3xl,reduce_scatter,1,8,8,256,1540.394,0.0,0.0,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/reduce_scatter.log
trn2_3xl,reduce_scatter,1,8,8,512,1516.219,0.0,0.0,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/reduce_scatter.log
trn2_3xl,reduce_scatter,1,8,8,1024,1411.031,0.001,0.001,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/reduce_scatter.log
trn2_3xl,reduce_scatter,1,8,8,2048,1433.383,0.001,0.001,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/reduce_scatter.log
trn2_3xl,reduce_scatter,1,8,8,4096,1447.995,0.003,0.002,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/reduce_scatter.log
trn2_3xl,reduce_scatter,1,8,8,8192,1353.634,0.006,0.005,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/reduce_scatter.log
trn2_3xl,reduce_scatter,1,8,8,16384,1380.773,0.012,0.01,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/reduce_scatter.log
trn2_3xl,reduce_scatter,1,8,8,32768,1381.852,0.024,0.021,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/reduce_scatter.log
trn2_3xl,reduce_scatter,1,8,8,65536,1706.373,0.038,0.034,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/reduce_scatter.log
trn2_3xl,reduce_scatter,1,8,8,131072,1718.362,0.076,0.067,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/reduce_scatter.log
trn2_3xl,reduce_scatter,1,8,8,262144,1744.894,0.15,0.131,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/reduce_scatter.log
trn2_3xl,reduce_scatter,1,8,8,524288,1831.572,0.286,0.25,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/reduce_scatter.log
trn2_3xl,reduce_scatter,1,8,8,1048576,1880.212,0.558,0.488,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/reduce_scatter.log
trn2_3xl,reduce_scatter,1,8,8,2097152,1955.099,1.073,0.939,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/reduce_scatter.log
trn2_3xl,reduce_scatter,1,8,8,4194304,1887.652,2.222,1.944,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/reduce_scatter.log
trn2_3xl,reduce_scatter,1,8,8,8388608,1995.426,4.204,3.678,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/reduce_scatter.log
trn2_3xl,reduce_scatter,1,8,8,16777216,1880.649,8.921,7.806,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/reduce_scatter.log
trn2_3xl,reduce_scatter,1,8,8,33554432,1940.114,17.295,15.133,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/reduce_scatter.log
trn2_3xl,reduce_scatter,1,8,8,67108864,2418.288,27.751,24.282,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/reduce_scatter.log
trn2_3xl,reduce_scatter,1,8,8,134217728,3467.86,38.703,33.865,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/reduce_scatter.log
trn2_3xl,reduce_scatter,1,8,8,268435456,5572.39,48.172,42.151,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/reduce_scatter.log
trn2_3xl,reduce_scatter,1,8,8,536870912,9374.493,57.269,50.111,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/reduce_scatter.log
trn2_3xl,reduce_scatter,1,8,8,1073741824,26198.476,40.985,35.862,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/reduce_scatter.log
trn2_3xl,reduce_scatter,1,8,8,2147483648,52081.366,41.233,36.079,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/reduce_scatter.log
trn2_3xl,reduce_scatter,1,8,8,4294967296,104245.703,41.2,36.05,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc1_ws8/reduce_scatter.log
trn2_3xl,all_gather,2,2,2,16,432.119,0.0,0.0,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_gather.log
trn2_3xl,all_gather,2,2,2,32,504.811,0.0,0.0,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_gather.log
trn2_3xl,all_gather,2,2,2,64,669.769,0.0,0.0,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_gather.log
trn2_3xl,all_gather,2,2,2,128,615.129,0.0,0.0,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_gather.log
trn2_3xl,all_gather,2,2,2,256,543.46,0.001,0.0,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_gather.log
trn2_3xl,all_gather,2,2,2,512,478.925,0.002,0.001,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_gather.log
trn2_3xl,all_gather,2,2,2,1024,625.762,0.003,0.002,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_gather.log
trn2_3xl,all_gather,2,2,2,2048,439.658,0.009,0.005,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_gather.log
trn2_3xl,all_gather,2,2,2,4096,359.622,0.023,0.011,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_gather.log
trn2_3xl,all_gather,2,2,2,8192,593.688,0.028,0.014,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_gather.log
trn2_3xl,all_gather,2,2,2,16384,666.436,0.049,0.025,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_gather.log
trn2_3xl,all_gather,2,2,2,32768,661.972,0.099,0.05,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_gather.log
trn2_3xl,all_gather,2,2,2,65536,497.269,0.264,0.132,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_gather.log
trn2_3xl,all_gather,2,2,2,131072,773.823,0.339,0.169,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_gather.log
trn2_3xl,all_gather,2,2,2,262144,814.052,0.644,0.322,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_gather.log
trn2_3xl,all_gather,2,2,2,524288,789.386,1.328,0.664,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_gather.log
trn2_3xl,all_gather,2,2,2,1048576,785.405,2.67,1.335,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_gather.log
trn2_3xl,all_gather,2,2,2,2097152,562.982,7.45,3.725,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_gather.log
trn2_3xl,all_gather,2,2,2,4194304,496.654,16.89,8.445,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_gather.log
trn2_3xl,all_gather,2,2,2,8388608,728.242,23.038,11.519,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_gather.log
trn2_3xl,all_gather,2,2,2,16777216,945.411,35.492,17.746,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_gather.log
trn2_3xl,all_gather,2,2,2,33554432,1610.887,41.66,20.83,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_gather.log
trn2_3xl,all_gather,2,2,2,67108864,2583.98,51.942,25.971,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_gather.log
trn2_3xl,all_gather,2,2,2,134217728,4279.247,62.73,31.365,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_gather.log
trn2_3xl,all_gather,2,2,2,268435456,8432.741,63.665,31.833,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_gather.log
trn2_3xl,all_gather,2,2,2,536870912,19007.395,56.491,28.245,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_gather.log
trn2_3xl,all_gather,2,2,2,1073741824,39220.743,54.754,27.377,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_gather.log
trn2_3xl,all_reduce,2,2,2,16,620.464,0.0,0.0,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_reduce.log
trn2_3xl,all_reduce,2,2,2,32,682.36,0.0,0.0,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_reduce.log
trn2_3xl,all_reduce,2,2,2,64,703.252,0.0,0.0,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_reduce.log
trn2_3xl,all_reduce,2,2,2,128,626.678,0.0,0.0,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_reduce.log
trn2_3xl,all_reduce,2,2,2,256,604.592,0.001,0.0,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_reduce.log
trn2_3xl,all_reduce,2,2,2,512,653.101,0.002,0.001,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_reduce.log
trn2_3xl,all_reduce,2,2,2,1024,621.555,0.003,0.002,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_reduce.log
trn2_3xl,all_reduce,2,2,2,2048,650.494,0.006,0.003,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_reduce.log
trn2_3xl,all_reduce,2,2,2,4096,628.872,0.013,0.007,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_reduce.log
trn2_3xl,all_reduce,2,2,2,8192,274.195,0.06,0.03,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_reduce.log
trn2_3xl,all_reduce,2,2,2,16384,530.954,0.062,0.031,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_reduce.log
trn2_3xl,all_reduce,2,2,2,32768,515.752,0.127,0.064,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_reduce.log
trn2_3xl,all_reduce,2,2,2,65536,587.165,0.223,0.112,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_reduce.log
trn2_3xl,all_reduce,2,2,2,131072,534.057,0.491,0.245,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_reduce.log
trn2_3xl,all_reduce,2,2,2,262144,229.852,2.281,1.14,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_reduce.log
trn2_3xl,all_reduce,2,2,2,524288,697.02,1.504,0.752,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_reduce.log
trn2_3xl,all_reduce,2,2,2,1048576,408.022,5.14,2.57,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_reduce.log
trn2_3xl,all_reduce,2,2,2,2097152,581.328,7.215,3.608,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_reduce.log
trn2_3xl,all_reduce,2,2,2,4194304,525.303,15.969,7.985,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_reduce.log
trn2_3xl,all_reduce,2,2,2,8388608,686.684,24.432,12.216,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_reduce.log
trn2_3xl,all_reduce,2,2,2,16777216,593.527,56.534,28.267,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_reduce.log
trn2_3xl,all_reduce,2,2,2,33554432,1067.619,62.858,31.429,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_reduce.log
trn2_3xl,all_reduce,2,2,2,67108864,2369.917,56.634,28.317,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_reduce.log
trn2_3xl,all_reduce,2,2,2,134217728,3736.278,71.846,35.923,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_reduce.log
trn2_3xl,all_reduce,2,2,2,268435456,7799.483,68.834,34.417,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_reduce.log
trn2_3xl,all_reduce,2,2,2,536870912,14855.309,72.28,36.14,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_reduce.log
trn2_3xl,all_reduce,2,2,2,1073741824,29022.424,73.994,36.997,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/all_reduce.log
trn2_3xl,broadcast,2,2,2,16,626.284,0.0,0.0,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/broadcast.log
trn2_3xl,broadcast,2,2,2,32,444.951,0.0,0.0,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/broadcast.log
trn2_3xl,broadcast,2,2,2,64,325.758,0.0,0.0,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/broadcast.log
trn2_3xl,broadcast,2,2,2,128,518.508,0.0,0.0,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/broadcast.log
trn2_3xl,broadcast,2,2,2,256,318.855,0.001,0.001,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/broadcast.log
trn2_3xl,broadcast,2,2,2,512,468.988,0.001,0.001,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/broadcast.log
trn2_3xl,broadcast,2,2,2,1024,556.728,0.002,0.002,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/broadcast.log
trn2_3xl,broadcast,2,2,2,2048,615.582,0.003,0.003,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/broadcast.log
trn2_3xl,broadcast,2,2,2,4096,489.298,0.008,0.008,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/broadcast.log
trn2_3xl,broadcast,2,2,2,8192,691.904,0.012,0.012,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/broadcast.log
trn2_3xl,broadcast,2,2,2,16384,547.365,0.03,0.03,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/broadcast.log
trn2_3xl,broadcast,2,2,2,32768,570.274,0.057,0.057,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/broadcast.log
trn2_3xl,broadcast,2,2,2,65536,586.334,0.112,0.112,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/broadcast.log
trn2_3xl,broadcast,2,2,2,131072,523.886,0.25,0.25,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/broadcast.log
trn2_3xl,broadcast,2,2,2,262144,653.166,0.401,0.401,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/broadcast.log
trn2_3xl,broadcast,2,2,2,524288,544.927,0.962,0.962,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/broadcast.log
trn2_3xl,broadcast,2,2,2,1048576,353.78,2.964,2.964,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/broadcast.log
trn2_3xl,broadcast,2,2,2,2097152,454.183,4.617,4.617,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/broadcast.log
trn2_3xl,broadcast,2,2,2,4194304,434.685,9.649,9.649,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/broadcast.log
trn2_3xl,broadcast,2,2,2,8388608,904.673,9.273,9.273,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/broadcast.log
trn2_3xl,broadcast,2,2,2,16777216,1014.907,16.531,16.531,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/broadcast.log
trn2_3xl,broadcast,2,2,2,33554432,1604.756,20.909,20.909,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/broadcast.log
trn2_3xl,broadcast,2,2,2,67108864,2527.262,26.554,26.554,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/broadcast.log
trn2_3xl,broadcast,2,2,2,134217728,4124.935,32.538,32.538,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/broadcast.log
trn2_3xl,broadcast,2,2,2,268435456,8003.491,33.54,33.54,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/broadcast.log
trn2_3xl,broadcast,2,2,2,536870912,15751.323,34.084,34.084,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/broadcast.log
trn2_3xl,broadcast,2,2,2,1073741824,31250.53,34.359,34.359,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/broadcast.log
trn2_3xl,reduce_scatter,2,2,2,16,622.621,0.0,0.0,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/reduce_scatter.log
trn2_3xl,reduce_scatter,2,2,2,32,673.004,0.0,0.0,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/reduce_scatter.log
trn2_3xl,reduce_scatter,2,2,2,64,203.057,0.0,0.0,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/reduce_scatter.log
trn2_3xl,reduce_scatter,2,2,2,128,311.377,0.0,0.0,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/reduce_scatter.log
trn2_3xl,reduce_scatter,2,2,2,256,315.1,0.001,0.0,,/Users/jburtoft/Documents/opencode/working/collective/task-010/logs/phase_c/lnc2_ws2/reduce_scatter.log
